,Origen,Destino,Tipo,Distancia
608,Aparcamiento para residentes. Uruguay,160 - Colombia,Residentes,425.3282884513123
609,Aparcamiento para residentes. Valladolid,112 - Paseo de Moret,Publicos Municipales,787.8034398178489
610,Aparcamiento para residentes. Valladolid,112 - Paseo de Moret,Residentes,787.8034398178489
611,Aparcamiento para residentes. Valle de Suchil,127 - Fernando el Católico,Publicos Municipales,161.68497594078414
612,Aparcamiento para residentes. Valle de Suchil,127 - Fernando el Católico,Residentes,161.68497594078414
613,Aparcamiento para residentes. Valparaíso,159 - Paseo de la Habana 63,Publicos Municipales,376.2094108063705
614,Aparcamiento para residentes. Valparaíso,159 - Paseo de la Habana 63,Residentes,376.2094108063705
615,Aparcamiento para residentes. Vasconcelos,252 - Chamartín,Publicos Municipales,320.20924764682354
616,Aparcamiento para residentes. Vasconcelos,252 - Chamartín,Residentes,320.20924764682354
617,Aparcamiento para residentes. Vía Carpetana,224 - Caramuel,Publicos Municipales,2903.691056149647
618,Aparcamiento para residentes. Vía Carpetana,224 - Caramuel,Residentes,2903.691056149647
619,Aparcamiento para residentes. Vicente Gaceo,248 - Torre Cepsa,Publicos Municipales,104.70607753555856
620,Aparcamiento para residentes. Vicente Gaceo,248 - Torre Cepsa,Residentes,104.70607753555856
621,Aparcamiento para residentes. Villa Rosa,230 - Carlota O’Neill,Publicos Municipales,3303.372751180668
622,Aparcamiento para residentes. Villa Rosa,230 - Carlota O’Neill,Residentes,3303.372751180668
623,Aparcamiento para residentes. Villacarlos,221 - Pavones,Publicos Municipales,3161.090808342112
624,Aparcamiento para residentes. Villacarlos,221 - Pavones,Residentes,3161.090808342112
625,Aparcamiento para residentes. Villaescusa,215 - Gutierre de Cetina,Publicos Municipales,1642.3338159494012
626,Aparcamiento para residentes. Villaescusa,215 - Gutierre de Cetina,Residentes,1642.3338159494012
627,Aparcamiento para residentes. Villamanín I,224 - Caramuel,Publicos Municipales,2771.1929793460017
628,Aparcamiento para residentes. Villamanín I,224 - Caramuel,Residentes,2771.1929793460017
629,Aparcamiento para residentes. Villamanín II,224 - Caramuel,Publicos Municipales,2916.2207816325767
630,Aparcamiento para residentes. Villamanín II,224 - Caramuel,Residentes,2916.2207816325767
631,Aparcamiento para residentes. Virgen de Aránzazu,217 - Pedro Rico,Publicos Municipales,621.8033915965237
632,Aparcamiento para residentes. Virgen de Aránzazu,217 - Pedro Rico,Residentes,621.8033915965237
633,Aparcamiento para residentes. Virgen de La Alegría,189 - Avenida Donostiarra,Publicos Municipales,245.3108285954832
634,Aparcamiento para residentes. Virgen de La Alegría,189 - Avenida Donostiarra,Residentes,245.3108285954832
635,Aparcamiento para residentes. Virgen de La Roca I,189 - Avenida Donostiarra,Publicos Municipales,247.23115803548652
636,Aparcamiento para residentes. Virgen de La Roca I,189 - Avenida Donostiarra,Residentes,247.23115803548652
637,Aparcamiento para residentes. Virgen de La Roca II,189 - Avenida Donostiarra,Publicos Municipales,244.37875544375424
638,Aparcamiento para residentes. Virgen de La Roca II,189 - Avenida Donostiarra,Residentes,244.37875544375424
639,Aparcamiento para residentes. Virgen de Lourdes,189 - Avenida Donostiarra,Publicos Municipales,277.7996083611828
640,Aparcamiento para residentes. Virgen del Puerto,167 - Segovia 45,Publicos Municipales,391.0398354669225
641,Aparcamiento para residentes. Virgen del Puerto,167 - Segovia 45,Residentes,391.0398354669225
642,Aparcamiento para Residentes. Virgen del Romero,229 - C.D. Concepción,Publicos Municipales,371.7584674938453
643,Aparcamiento para Residentes. Virgen del Romero,229 - C.D. Concepción,Residentes,371.7584674938453
644,Aparcamiento para residentes. Vista Alegre,212 - Marqués de Vadillo,Publicos Municipales,2723.915200384118
645,Aparcamiento para residentes. Vista Alegre,212 - Marqués de Vadillo,Residentes,2723.915200384118
646,Aparcamiento para residentes. Vital Aza,215 - Gutierre de Cetina,Publicos Municipales,415.9499518985863
647,Aparcamiento para residentes. Vital Aza,215 - Gutierre de Cetina,Residentes,415.9499518985863
648,Aparcamiento para residentes. Codorniz,224 - Caramuel,Residentes,3960.759406758594
649,Aparcamiento para residentes. Conde de Casal / Mediterraneo,77 - Conde de Casal,Residentes,103.21646502186626
650,Aparcamiento para residentes. Corazón de María I,241 - Camilo José Cela,Residentes,450.181475619356
