;PK;NOMBRE;BARRIO;DISTRITO;LATITUD;LONGITUD;Place address
34;13457;Aparcamiento mixto. Velázquez - Jorge Juan;RECOLETOS;SALAMANCA;40.4243649253884;-3.684339253399854;CALLE VELAZQUEZ, 25
35;183607;Aparcamiento mixto. Verdaguer y García;SAN PASCUAL;CIUDAD LINEAL;40.43992277144076;-3.656505118007155;CALLE VERDAGUER Y GARCIA, 1
36;8087180;Aparcamiento para residentes del Centro Polivalente Barceló;JUSTICIA;CENTRO;40.42645376188213;-3.7010885254757215;CALLE BARCELO, 0
37;4829668;Aparcamiento para residentes.  Ginzo de Limia;LA PAZ;FUENCARRAL-EL PARDO;40.48659572222757;-3.701418983284407;CALLE VALENCIA DE DON JUAN, 16
38;24139;Aparcamiento para residentes.  Valderromán;VALDEZARZA;MONCLOA-ARAVACA;40.47084197155435;-3.7214386928759;CALLE VALDERROMAN, 24
39;67711;Aparcamiento para residentes. Aguilar de Campóo;VALDEZARZA;MONCLOA-ARAVACA;40.46425800063576;-3.71974049893289;CALLE ANTONIO MACHADO, 10
40;13560;Aparcamiento para residentes. Aguilón;CHOPERA;ARGANZUELA;40.39551876450337;-3.700743991187278;PASEO CHOPERA, 27
41;81690;Aparcamiento para residentes. Agustín Lara;EMBAJADORES;CENTRO;40.40768707324583;-3.704193656172284;CALLE EMBAJADORES, 58
42;7439839;Aparcamiento para residentes. Alameda (cerrado);CORTES;CENTRO;40.41157894870162;-3.693768206419696;CALLE ALAMEDA, 11
43;24136;Aparcamiento para residentes. Alcalde Sáinz de Baranda;ESTRELLA;RETIRO;40.4170524678261;-3.668446976059695;CALLE ALCALDE SAINZ DE BARANDA, 81
44;11544480;Aparcamiento para residentes. Alcántara;EMBAJADORES;CENTRO;40.40768707324583;-3.704193656172284;CALLE EMBAJADORES, 58
45;17790;Aparcamiento para residentes. Alcazaba;EL PILAR;FUENCARRAL-EL PARDO;40.47304495112221;-3.7031182584981632;CALLE SINESIO DELGADO, 26
46;81696;Aparcamiento para residentes. Alonso Cano;RIOS ROSAS;CHAMBERI;40.43858806795296;-3.699740715636031;CALLE JOSE ABASCAL, 21
47;13561;Aparcamiento para residentes. Altos de Lillo;CASCO H.VALLECAS;VILLA DE VALLECAS;40.37510317352962;-3.618804803895753;CALLE BUBIERCA, 5
48;19060;Aparcamiento para residentes. Aluche;ALUCHE;LATINA;40.39262971991349;-3.7588147232324;CALLE ILLESCAS, 151
49;13494;Aparcamiento para residentes. América Española;FUENTE DEL BERRO;SALAMANCA;40.42890002880375;-3.662068474281374;CALLE SANCHO DAVILA, 1
50;13552;Aparcamiento para residentes. Andévalo;ENTREVIAS;PUENTE DE VALLECAS;40.374404666864585;-3.668237382541929;CALLE ANDEVALO, 6
51;5753573;Aparcamiento para residentes. Andorra II;CANILLAS;HORTALEZA;40.45907010700822;-3.643116149629916;CALLE SILVANO, 61
52;13514;Aparcamiento para residentes. Angel Carbajo;CASTILLEJOS;TETUAN;40.46205383839361;-3.694204666514153;PLAZA ANGEL CARBAJO, 8
53;13548;Aparcamiento para residentes. Antonio López;COMILLAS;CARABANCHEL;40.39694383653292;-3.71373239872531;CALLE ANTONIO LOPEZ, 15
54;13562;Aparcamiento para residentes. Antonio Machado;VALDEZARZA;MONCLOA-ARAVACA;40.46518270295288;-3.7202575723898;CALLE ANTONIO MACHADO, 19
55;13554;Aparcamiento para residentes. Antonio Maura;LOS JERONIMOS;RETIRO;40.41674114835766;-3.6907566185159073;CALLE ANTONIO MAURA, 7
56;24093;Aparcamiento para residentes. Antonio Mena;MARROQUINA;MORATALAZ;40.41039257241475;-3.6416470825478937;AVENIDA DOCTOR GARCIA TAPIA, 119
57;24088;Aparcamiento para residentes. Antonio Pirala;VENTAS;CIUDAD LINEAL;40.428652595625735;-3.659649292346212;CALLE ANTONIO PIRALA, 8
58;24095;Aparcamiento para residentes. Arganda;ACACIAS;ARGANZUELA;40.400053390124974;-3.707637536688371;CALLE ARGANDA, 10
59;24096;Aparcamiento para residentes. Arroyo del Olivar;PALOMERAS BAJAS;PUENTE DE VALLECAS;40.39034169308994;-3.6572487652878456;CALLE ARROYO DEL OLIVAR, 51
60;13537;Aparcamiento para residentes. Arroyo Fontarrón;FONTARRON;MORATALAZ;40.4047325569571;-3.6502824390198167;CALLE ARROYO FONTARRON, 9
61;13536;Aparcamiento para residentes. Arroyo Media Legua;MEDIA LEGUA;MORATALAZ;40.40975675657818;-3.655575457711145;CALLE CORREGIDOR DIEGO CABEZA DE VACA, 4
62;13626;Aparcamiento para residentes. Augusto González Besada;MARROQUINA;MORATALAZ;40.40882236801765;-3.643898652734279;AVENIDA MORATALAZ, 183
63;17449;Aparcamiento para residentes. Avenida de las Águilas (antes General Fanjul);LAS AGUILAS;LATINA;40.38035137723206;-3.7834824879910847;AVENIDA LAS AGUILAS, 144
64;170742;Aparcamiento para residentes. Azuaga;VALDEZARZA;MONCLOA-ARAVACA;40.464695605273214;-3.711629983272826;CALLE SAN RESTITUTO, 33
65;13501;Aparcamiento para residentes. Bañeza;EL PILAR;FUENCARRAL-EL PARDO;40.47654821035808;-3.713607306465637;"CALLE LA BA&amp;Ntilde;EZA, 20"
66;13633;Aparcamiento para residentes. Baviera;GUINDALERA;SALAMANCA;40.44253081408458;-3.663617167512968;AVENIDA BRUSELAS, 74
67;81700;Aparcamiento para residentes. Belianes;PINAR DEL REY;HORTALEZA;40.46991083348652;-3.644210441293518;CALLE AGUSTIN DE ITURBIDE, 7
68;21182;Aparcamiento para residentes. Blasco de Garay;GAZTAMBIDE;CHAMBERI;40.43320868688477;-3.711710574902686;CALLE BLASCO DE GARAY, 31
69;13532;Aparcamiento para residentes. Bohemios;LOS ANGELES;VILLAVERDE;40.35723045218769;-3.694706447932471;CALLE PAN Y TOROS, 56
70;13495;Aparcamiento para residentes. Boston;GUINDALERA;SALAMANCA;40.43756223469774;-3.665985385821127;CALLE BOSTON, 2
71;13530;Aparcamiento para residentes. Bravo Murillo;VALLEHERMOSO;CHAMBERI;40.43934359051524;-3.7043941647283263;CALLE BRAVO MURILLO, 49
72;13563;Aparcamiento para residentes. Brescia;GUINDALERA;SALAMANCA;40.43760037141018;-3.6624839501188746;CALLE BRESCIA, 13
73;13564;Aparcamiento para residentes. Bristol;GUINDALERA;SALAMANCA;40.43937734548181;-3.662100501710677;CALLE BRISTOL, 4
74;13565;Aparcamiento para residentes. Bruselas;GUINDALERA;SALAMANCA;40.43935554500995;-3.6627605793667137;AVENIDA BRUSELAS, 74
75;81706;Aparcamiento para residentes. Burgo de Osma;APOSTOL SANTIAGO;HORTALEZA;40.4691717349144;-3.661815011944474;CALLE BURGO DE OSMA, 4
76;183737;Aparcamiento para residentes. Cabestreros;EMBAJADORES;CENTRO;40.40960189327877;-3.703388615071221;CALLE AMPARO, 26
77;13566;Aparcamiento para residentes. Calanda;CANILLAS;HORTALEZA;40.46244853281621;-3.6414852788262566;CALLE CALANDA, 30
78;13499;Aparcamiento para residentes. Camarena;ALUCHE;LATINA;40.39576252858895;-3.756422538379352;CALLE CAMARENA, 10
79;13539;Aparcamiento para residentes. Camino de los Vinateros I;VINATEROS;MORATALAZ;40.4065332387703;-3.642427258036616;CALLE CAMINO DE LOS VINATEROS, 129
80;13538;Aparcamiento para residentes. Camino de los Vinateros II (El Torito);VINATEROS;MORATALAZ;40.40705464955243;-3.645861734428852;CALLE CAMINO DE LOS VINATEROS, 118
81;13632;Aparcamiento para residentes. Camino Viejo de Leganés;ABRANTES;CARABANCHEL;40.380535147068926;-3.73153644337602;CALLE CAMINO VIEJO DE LEGANES, 179
82;13518;Aparcamiento para residentes. Campillo del Mundo Nuevo;EMBAJADORES;CENTRO;40.40644768286364;-3.707987344713689;PLAZA CAMPILLO DEL MUNDO NUEVO, 3
83;81710;Aparcamiento para residentes. Canal;ARAPILES;CHAMBERI;40.438607652682464;-3.705412280852862;CALLE CEA BERMUDEZ, 1
84;183580;Aparcamiento para residentes. Cándido Mateos;VALDEZARZA;MONCLOA-ARAVACA;40.47020636480525;-3.714991114871764;CALLE VALLE DE MENA, 0
85;13624;Aparcamiento para residentes. Cantabria;ALAMEDA DE OSUNA;BARAJAS;40.45948493228581;-3.5836170692241147;CALLE BERGANTIN, 24
86;13533;Aparcamiento para residentes. Cañada;VINATEROS;MORATALAZ;40.40378459227237;-3.644204187484202;"CALLE CA&amp;Ntilde;ADA, 2"
87;81733;Aparcamiento para residentes. Castelló;CASTELLANA;SALAMANCA;40.434641357687326;-3.680246158088361;CALLE DIEGO DE LEON, 42
88;13567;Aparcamiento para residentes. Castrillo de Aza;SANTA EUGENIA;VILLA DE VALLECAS;40.38626552987357;-3.608609764296181;AVENIDA SANTA EUGENIA, 1
89;13636;Aparcamiento para residentes. Chamberí;ALMAGRO;CHAMBERI;40.43293386561711;-3.697677837203558;CALLE SANTA ENGRACIA, 40
90;81734;Aparcamiento para residentes. Chaparral;PINAR DEL REY;HORTALEZA;40.47071441606703;-3.63246889315074;CALLE CHAPARRAL, 40
91;13568;Aparcamiento para residentes. Cidamón;SAN JUAN BAUTISTA;CIUDAD LINEAL;40.45013336925363;-3.655908695622853;PLAZA NALDA, 1
92;13503;Aparcamiento para residentes. Clara del Rey;PROSPERIDAD;CHAMARTIN;40.444113845496815;-3.668750355615286;CALLE CLARA DEL REY, 49
93;13569;Aparcamiento para residentes. Comandante Benítez;CHOPERA;ARGANZUELA;40.39742495168458;-3.698383469338622;CALLE COMANDANTE BENITEZ, 16
94;13571;Aparcamiento para residentes. Condado de Treviño;COSTILLARES;CIUDAD LINEAL;40.48008613920141;-3.67040497840857;"CALLE CONDADO DE TREVI&amp;Ntilde;O, 25"
95;24103;Aparcamiento para residentes. Corazón de María II;PROSPERIDAD;CHAMARTIN;40.444421820483264;-3.666902094780133;CALLE CORAZON DE MARIA, 46
96;13500;Aparcamiento para residentes. Cuevas de Almanzora;APOSTOL SANTIAGO;HORTALEZA;40.47940888739177;-3.658140197005035;CALLE MOJACAR, 2
97;81737;Aparcamiento para residentes. Cumare;PINAR DEL REY;HORTALEZA;40.469797844264434;-3.635326783865648;CALLE NEVADO DEL RUIZ, 2
98;13535;Aparcamiento para residentes. Darwin;VINATEROS;MORATALAZ;40.40831552325078;-3.644318100558004;AVENIDA MORATALAZ, 172
99;183760;Aparcamiento para residentes. Doce de Octubre;IBIZA;RETIRO;40.41766561139149;-3.67610289078337;CALLE NARVAEZ, 57
100;13630;Aparcamiento para residentes. Doctor Cirajas;PUEBLO NUEVO;CIUDAD LINEAL;40.435515856536526;-3.6374563613179753;CALLE DOCTOR CIRAJAS, 3
101;13551;Aparcamiento para residentes. Doctor Laguna;NIÑO JESUS;RETIRO;40.41486100757735;-3.673493543766057;PLAZA DOCTOR LAGUNA, 12
102;39871;Aparcamiento para residentes. Doménico Scarlatti;VALLEHERMOSO;CHAMBERI;40.44185295582589;-3.7153391363661976;CALLE DOMENICO SCARLATTI, 1
103;7410134;Aparcamiento para residentes. El Greco;;LATINA;;;CALLE El Greco, 29
104;4831001;Aparcamiento para residentes. Elvira;FUENTE DEL BERRO;SALAMANCA;40.4209426634437;-3.665621068711356;CALLE VICALVARO, 13
105;24106;Aparcamiento para residentes. Emigrantes;CANILLAS;HORTALEZA;40.46757701332538;-3.63616695396661;CALLE MINAYA, 1
106;13524;Aparcamiento para residentes. Encomienda de Palacios;FONTARRON;MORATALAZ;40.39890743776529;-3.643167852565408;CALLE ENCOMIENDA DE PALACIOS, 178
107;13550;Aparcamiento para residentes. Esfinge;CANILLEJAS;SAN BLAS-CANILLEJAS;40.4434114032433;-3.6100682055704136;CALLE NECTAR, 36
108;170634;Aparcamiento para residentes. Espalter;LOS JERONIMOS;RETIRO;40.412886496253456;-3.690552192538091;CALLE ESPALTER, 7
109;13558;Aparcamiento para residentes. Esperanza;ACACIAS;ARGANZUELA;40.39897721292611;-3.7038845466886112;CALLE GARGANTILLA, 2
110;81743;Aparcamiento para residentes. Espinillo;LOS ROSALES;VILLAVERDE;40.356365890681325;-3.691647477109776;CALLE CIUDADANIA, 10
111;24108;Aparcamiento para residentes. Esteban Villegas;LOS JERONIMOS;RETIRO;40.40875051210095;-3.683108580090566;CALLE POETA ESTEBAN DE VILLEGAS, 4
112;13572;Aparcamiento para residentes. Estrella Polar;ESTRELLA;RETIRO;40.41049299906421;-3.6670384786113055;CALLE ESTRELLA POLAR, 6
113;24111;Aparcamiento para residentes. Eugenia de Montijo;VISTA ALEGRE;CARABANCHEL;40.38237185259869;-3.741617241001304;CALLE EUGENIA DE MONTIJO, 20
114;13573;Aparcamiento para residentes. Ferrol;EL PILAR;FUENCARRAL-EL PARDO;40.47492529017092;-3.706488256379613;AVENIDA EL FERROL, 28
115;13498;Aparcamiento para residentes. Finisterre;LA PAZ;FUENCARRAL-EL PARDO;40.47887645814122;-3.7026717892482286;CALLE FINISTERRE, 23
116;81745;Aparcamiento para residentes. Fonsagrada;EL PILAR;FUENCARRAL-EL PARDO;40.47760668331372;-3.707023660094332;PLAZA ARTEIJO, 10
117;4831271;Aparcamiento para residentes. Francisco Altimiras;GUINDALERA;SALAMANCA;40.43409783062514;-3.663711103433725;CALLE FRANCISCO ALTIMIRAS, 2
118;13635;Aparcamiento para residentes. Francisco Rioja;PUEBLO NUEVO;CIUDAD LINEAL;40.43076430896652;-3.6381424369676703;CALLE LUIS RUIZ, 29
119;13634;Aparcamiento para residentes. Francos Rodríguez;BELLAS VISTAS;TETUAN;40.45673152306274;-3.710189643654284;CALLE NUMANCIA, 61
120;24119;Aparcamiento para residentes. Galileo;ARAPILES;CHAMBERI;40.43314686152789;-3.7115094961765007;CALLE BLASCO DE GARAY, 38
121;13525;Aparcamiento para residentes. García Escámez;LAS AGUILAS;LATINA;40.38204129625019;-3.769448664207488;CALLE ANSELMO LORENZO, 13
122;13534;Aparcamiento para residentes. García Tapia;MARROQUINA;MORATALAZ;40.411890813674326;-3.646167263941804;AVENIDA DOCTOR GARCIA TAPIA, 51
123;13527;Aparcamiento para residentes. Garrovillas;LAS AGUILAS;LATINA;40.380219332370885;-3.778525698149745;CALLE GARROVILLAS, 11
124;81746;Aparcamiento para residentes. General Gallegos;NUEVA ESPAÑA;CHAMARTIN;40.4612407669708;-3.685527165675341;CALLE PADRE DAMIAN, 39
125;24120;Aparcamiento para residentes. General Lacy;PALOS DE MOGUER;ARGANZUELA;40.40308453317466;-3.690569861061406;CALLE GENERAL LACY, 11
126;13520;Aparcamiento para residentes. Gerardo Cordón;VENTAS;CIUDAD LINEAL;40.42733912524388;-3.652975774084388;CALLE GERARDO CORDON, 63
127;13574;Aparcamiento para residentes. Germán Pérez Carrasco;QUINTANA;CIUDAD LINEAL;40.434009722018914;-3.647475422428178;CALLE VIRGEN DEL SAGRARIO, 6
128;13615;Aparcamiento para residentes. Gómez Ulla;GUINDALERA;SALAMANCA;40.43018204828575;-3.667857812017234;CALLE DOCTOR GOMEZ ULLA, 11
129;13522;Aparcamiento para residentes. Goya I;GOYA;DISTRITO;40.42430993482302;-3.669108229615616;CALLE GOYA, 100
130;24121;Aparcamiento para residentes. Guadalete;COMILLAS;DISTRITO;40.38906044446887;-3.715263318539688;CALLE GUADALETE, 132
131;5421792;Aparcamiento para residentes. Ilíada;CANILLEJAS;SAN BLAS-CANILLEJAS;40.43566058828252;-3.608937018595295;CALLE LA ILIADA, 25
132;13627;Aparcamiento para residentes. Illescas;ALUCHE;LATINA;40.39730561114474;-3.765619185229984;CALLE ILLESCAS, 3
133;183559;Aparcamiento para residentes. Ilustración;PEÑA GRANDE;FUENCARRAL-EL PARDO;40.48033843092407;-3.715476141130579;CALLE ISLA DE AROSA, 2
134;13502;Aparcamiento para residentes. Isla de Arosa;PEÑA GRANDE;FUENCARRAL-EL PARDO;40.48013372126879;-3.715072834653354;CALLE ISLA DE AROSA, 2
135;13575;Aparcamiento para residentes. Isla de Ons;PEÑA GRANDE;FUENCARRAL-EL PARDO;40.47994830334666;-3.72171314015025;CALLE ISLA DE ONS, 5
136;13576;Aparcamiento para residentes. Isla de Tavira;PEÑA GRANDE;FUENCARRAL-EL PARDO;40.48151743803618;-3.7185680084021824;CALLE ISLA DE TAVIRA, 20
137;81748;Aparcamiento para residentes. Islas Filipinas;GAZTAMBIDE;CHAMBERI;40.43888535658937;-3.714470532658899;CALLE CEA BERMUDEZ, 51
138;13577;Aparcamiento para residentes. Iván de Vargas;SAN ISIDRO;CARABANCHEL;40.403093358788674;-3.7244623800315098;PASEO ERMITA DEL SANTO, 71
139;13546;Aparcamiento para residentes. Jacinto Verdaguer;OPAÑEL;CARABANCHEL;40.39519483465008;-3.7182975916582137;CALLE JACINTO VERDAGUER, 25
140;13529;Aparcamiento para residentes. Joaquín María López;GAZTAMBIDE;CHAMBERI;40.43761436823094;-3.714586774303988;CALLE JOAQUIN MARIA LOPEZ, 39
141;7471768;Aparcamiento para residentes. José Abascal;ALMAGRO;CHAMBERI;40.43796630480829;-3.692282569372961;CALLE JOSE ABASCAL, 54
142;13526;Aparcamiento para residentes. José Cadalso;LAS AGUILAS;LATINA;40.376653486409225;-3.767482193237478;CALLE JOSE DE CADALSO, 67
143;13556;Aparcamiento para residentes. José del Hierro;CONCEPCION;CIUDAD LINEAL;40.43842806737558;-3.646774990120219;CALLE HERMANOS DE PABLO, 46
144;13578;Aparcamiento para residentes. José Luis Arrese;VENTAS;CIUDAD LINEAL;40.421144850524335;-3.655462029294998;CALLE JOSE LUIS DE ARRESE, 22
145;63334;Aparcamiento para residentes. Josep Pla;CIUDAD JARDIN;CHAMARTIN;40.4420542860285;-3.677431988836071;CALLE LOPEZ DE HOYOS, 57
146;13579;Aparcamiento para residentes. Juan de Vera;DELICIAS;ARGANZUELA;40.39617174301425;-3.692549535759442;CALLE JUAN DE VERA, 15
147;7432674;Aparcamiento para residentes. Juan Esplandiú;ESTRELLA;RETIRO;40.415487879730144;-3.6663688108783856;CALLE JUAN ESPLANDIU, 1
148;13541;Aparcamiento para residentes. Juan Francisco Luján I;FONTARRON;MORATALAZ;40.40361350298805;-3.6506252104763;CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN, 1
149;17452;Aparcamiento para residentes. Juan Francisco Luján II;FONTARRON;MORATALAZ;40.40200823124863;-3.647710791170685;CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN, 60
150;13505;Aparcamiento para residentes. Juan Hurtado de Mendoza;NUEVA ESPAÑA;CHAMARTIN;40.46026860745542;-3.686865997453804;CALLE JUAN HURTADO DE MENDOZA, 8
151;5556588;Aparcamiento para residentes. Juan Ramón Jiménez;NUEVA ESPAÑA;CHAMARTIN;40.4603086651127;-3.68774686493202;CALLE JUAN HURTADO DE MENDOZA, 8
152;81768;Aparcamiento para residentes. Lagasca;CASTELLANA;SALAMANCA;40.43513174338273;-3.684165438137451;CALLE DIEGO DE LEON, 11
153;13580;Aparcamiento para residentes. Lardero;AMBROZ;VICALVARO;40.4101369517756;-3.610828352314449;CALLE LARDERO, 3
154;13581;Aparcamiento para residentes. Maldonado;LISTA;SALAMANCA;40.43365102378919;-3.6770646901575432;CALLE MALDONADO, 63
155;13582;Aparcamiento para residentes. Manizales;PINAR DEL REY;HORTALEZA;40.47401185962897;-3.63736019255502;CALLE GALAPA, 10
156;24122;Aparcamiento para residentes. Manuel Noya;MOSCARDO;DISTRITO;40.38897793533064;-3.712576124964454;CALLE MANUEL NOYA, 2
157;13583;Aparcamiento para residentes. Marcos de Orueta;VALVERDE;FUENCARRAL-EL PARDO;40.485564403816525;-3.685621195993528;CALLE ANGEL MUGICA, 6
158;13585;Aparcamiento para residentes. Marqués de Corbera I;VENTAS;CIUDAD LINEAL;40.42179377723586;-3.657000749062221;AVENIDA MARQUES DE CORBERA, 2
159;13584;Aparcamiento para residentes. Marqués de Corbera II;VENTAS;CIUDAD LINEAL;40.42749437245121;-3.649405253191832;AVENIDA MARQUES DE CORBERA, 64
160;4831164;Aparcamiento para residentes. Marqués de Samaranch;IMPERIAL;ARGANZUELA;40.40761501410649;-3.7173807221939192;PASEO IMPERIAL, 18
161;36275;Aparcamiento para residentes. Marqués de Suances;EL SALVADOR;SAN BLAS-CANILLEJAS;40.44375465057725;-3.623407728129046;PLAZA ENSIDESA, 6
162;13490;Aparcamiento para residentes. Marqués de Zafra;FUENTE DEL BERRO;SALAMANCA;40.425111214332105;-3.6613711705578993;PASEO MARQUES DE ZAFRA, 63
163;13521;Aparcamiento para residentes. Marroquina;MARROQUINA;MORATALAZ;40.408814206064434;-3.646974615049872;CALLE CAMINO DE LOS VINATEROS, 107
164;24125;Aparcamiento para residentes. Martín de Alzaga;VALDEZARZA;MONCLOA-ARAVACA;40.46319897466814;-3.716190674909368;CALLE ALCALDE MARTIN DE ALZAGA, 21
165;24127;Aparcamiento para residentes. Matilde Gayo;MOSCARDO;USERA;40.38971105596928;-3.703193407963256;CALLE MATILDE GAYO, 6
166;46136;Aparcamiento para residentes. Melchor Fernández Almagro;EL PILAR;FUENCARRAL-EL PARDO;40.475491425888734;-3.703769031905338;CALLE GINZO DE LIMIA, 7
167;13531;Aparcamiento para residentes. Menasalbas;LOS ANGELES;VILLAVERDE;40.36221164246223;-3.6963475368076857;PLAZA AHORRO, 6
168;183550;Aparcamiento para residentes. Menorca;IBIZA;RETIRO;40.41913241466085;-3.6763886844448;CALLE NARVAEZ, 54
169;13586;Aparcamiento para residentes. Mercedes Arteaga;OPAÑEL;CARABANCHEL;40.39191686458105;-3.722422024464285;CALLE MERCEDES ARTEAGA, 27
170;81792;Aparcamiento para residentes. Miguel Angel;ALMAGRO;CHAMBERI;40.43666670909019;-3.691160938098677;CALLE MIGUEL ANGEL, 30
171;13508;Aparcamiento para residentes. Mirabel;LAS AGUILAS;LATINA;40.37804988929718;-3.780939221685245;CALLE MIRABEL, 13
172;13587;Aparcamiento para residentes. Misterios;QUINTANA;CIUDAD LINEAL;40.43816446397422;-3.6390967056081855;CALLE MISTERIOS, 1
173;13588;Aparcamiento para residentes. Mondariz;EL PILAR;FUENCARRAL-EL PARDO;40.47832620355215;-3.7057452570234384;PLAZA MONDARIZ, 14
174;13589;Aparcamiento para residentes. Montevideo;CUATRO CAMINOS;TETUAN;40.450129445324265;-3.696617395768498;CALLE GENERAL MOSCARDO, 24
175;81770;Aparcamiento para residentes. Moralzarzal;MIRASIERRA;FUENCARRAL-EL PARDO;40.49390694682075;-3.712386925498444;CALLE MORALZARZAL, 86
176;13540;Aparcamiento para residentes. Moratalaz;VINATEROS;MORATALAZ;40.40929235748528;-3.642005637795663;AVENIDA MORATALAZ, 194
177;13516;Aparcamiento para residentes. Müller;VALDEACEDERAS;TETUAN;40.463982833786666;-3.697019991313314;PASAJE REMONTA, 6
178;13497;Aparcamiento para residentes. Narváez;GOYA;SALAMANCA;40.42177328929485;-3.676179378123513;CALLE NARVAEZ, 26
179;81793;Aparcamiento para residentes. Navalmoral de la Mata;LAS AGUILAS;LATINA;40.37768208008626;-3.776694134591487;CALLE NAVALMORAL DE LA MATA, 64
180;13590;Aparcamiento para residentes. Niño Jesús;NIÑO JESUS;RETIRO;40.41086844300023;-3.6753041315851216;"PLAZA NI&amp;Ntilde;O JESUS, 4"
181;13519;Aparcamiento para residentes. Nuestra Señora de Gracia;FONTARRON;MORATALAZ;40.40215716063388;-3.640382300925949;CALLE HACIENDA DE PAVONES, 202
182;13640;Aparcamiento para residentes. Ofelia Nieto;VALDEZARZA;MONCLOA-ARAVACA;40.461457569752326;-3.709319421880304;CALLE OFELIA NIETO, 61
183;24129;Aparcamiento para residentes. Oporto;ABRANTES;CARABANCHEL;40.38392839445374;-3.726442317069628;"CALLE ARG&amp;Uuml;ESO, 25"
184;13543;Aparcamiento para residentes. Ortega y Gasset I;LISTA;SALAMANCA;40.42961229235515;-3.672589559215081;CALLE JOSE ORTEGA Y GASSET, 86
185;13544;Aparcamiento para residentes. Ortega y Gasset II;LISTA;SALAMANCA;40.42987952977711;-3.6780407406414577;CALLE JOSE ORTEGA Y GASSET, 44
186;13549;Aparcamiento para residentes. Ortega y Gasset III;CASTELLANA;SALAMANCA;40.43029683639009;-3.680615006087193;CALLE JOSE ORTEGA Y GASSET, 35
187;13553;Aparcamiento para residentes. Ortega y Gasset IV;CASTELLANA;SALAMANCA;40.43038301657138;-3.684329518611805;CALLE JOSE ORTEGA Y GASSET, 25
188;167691;Aparcamiento para residentes. Ortiz Campos;PRADOLONGO;USERA;40.385235846277794;-3.707246813433892;CALLE ORTIZ CAMPOS, 12
189;13510;Aparcamiento para residentes. Osa de la Vega;LAS AGUILAS;LATINA;40.375143122825484;-3.7737671808919457;CALLE OSA DE LA VEGA, 6
